tanggal;wp_id;omzet_est;tarif;expected_tax;paid_tax;ratio_paid_expected;month;sector_name;kec_code
31/12/2025;1343;29.609.030.874.031.700;0.01485393245567841;8.613.845.684.941.000;3.522.633.856.783.630;4.089.501.931.688.900;12;sector_hotel;87
01/01/2026;1386;35.089.660.665.590.700;0.05648918593503361;428.427.225.712.604;19.776.922.798.024.700;0.4616168537172154;1;sector_restoran;1
02/01/2026;1472;7.847.299.415.049.820;0.055426552784231656;14.402.849.849.926.200;10.154.737.234.703.400;0.705050551836131;1;sector_reklame;19
03/01/2026;1274;12.884.344.136.730.100;0.02345943867012501;18.728.325.289.604.800;12.640.590.797.056.500;0.6749450685840415;1;sector_hotel;46
04/01/2026;1352;716.428.014.956.335;0.019345544749983484;27.257.464.091.242.900;3.526.462.361.364.930;0.12937602520763786;1;sector_reklame;67
05/01/2026;1065;12.503.873.866.558.900;0.021121524153954144;1.228.181.237.534.060;4.686.823.074.388.170;3.816.067.963.876.700;1;sector_parkir;2
06/01/2026;1078;519.261.387.473.103;0.019092542184213267;12.679.507.227.839.000;563.277.710.010.188;0.04442425875774246;1;sector_restoran;56
07/01/2026;1597;21.639.921.958.054.700;0.06487373759830839;23.479.132.820.744.500;2.527.034.800.040.800;0.10762896650970362;1;sector_reklame;17
08/01/2026;1635;7.451.376.751.510.020;0.02768343871626268;8.269.923.719.535.420;31.464.274.887.722.100;0.3804663253833458;1;sector_reklame;92
09/01/2026;1201;11.040.748.200.844.000;0.03262871369687172;4.618.495.129.836.050;3.875.922.737.661.040;8.392.176.734.413.110;1;sector_restoran;82
10/01/2026;1977;30.851.566.324.010.000;0.025621492973629575;16.304.418.067.665.600;6.069.832.699.869.090;0.37228146841417065;1;sector_hotel;97
11/01/2026;1661;21.872.946.894.128.300;0.09620517740036529;23.633.717.199.482.200;50.102.657.862.664.000;0.0021199651937851617;1;sector_reklame;79
12/01/2026;1557;26.995.256.575.100.700;0.08691557168366519;19.329.442.047.377.500;5.497.316.361.632.330;284.401.192.137.781;1;sector_restoran;22
13/01/2026;1112;1.751.424.486.368.500;0.030744535361636884;3.557.840.257.017.340;21.856.848.246.110.600;0.061432910606374486;1;sector_parkir;27
14/01/2026;1090;4.540.101.195.849.390;0.039480966452991345;5.236.696.177.792.540;9.308.407.919.472.880;0.1777534461316926;1;sector_parkir;55
15/01/2026;1140;4.780.342.646.036.800;0.028890355807449745;878.841.276.929.224;6.162.523.528.489.640;0.7012100694703641;1;sector_restoran;32
16/01/2026;1288;36.230.521.998.789.700;0.05426883635147414;6.300.829.067.519.420;2.692.613.894.010.970;0.42734279333037584;1;sector_reklame;60
17/01/2026;1900;13.281.335.594.853.600;0.011764947922682824;20.089.150.120.340.100;11.438.244.519.000.700;5.693.742.368.632.910;1;sector_restoran;83
18/01/2026;1729;9.129.446.659.097.970;0.07042312080071161;35.305.756.371.211.000;13.405.352.028.887.200;3.796.930.984.268.110;1;sector_restoran;28
19/01/2026;1588;3.104.707.640.799.370;0.05708423348358776;143.583.071.792.748;2.855.490.405.480.700;19.887.375.091.141.600;1;sector_reklame;28
20/01/2026;1410;6.946.523.008.750.460;0.0908775035470993;36.670.598.429.701.800;9.425.936.919.572.180;0.2570434441543645;1;sector_hotel;74
21/01/2026;1376;19.520.246.866.254.300;0.024795341589557277;5.228.490.274.347.930;9.929.063.419.958.510;18.990.306.759.625.300;1;sector_hotel;84
22/01/2026;1383;17.768.896.057.501.600;0.08236983214550185;4.824.747.430.556.600;15.805.409.134.318.400;32.759.039.435.345.300;1;sector_parkir;25
23/01/2026;1845;22.623.822.952.040.700;0.08127649130200441;28.398.982.242.518.300;41.310.497.998.162.000;0.01454647129442295;1;sector_hotel;85
24/01/2026;1151;3.688.776.966.741.430;0.021446307029519825;3.592.866.324.581.990;5.219.900.285.544.930;14.528.512.374.175.800;1;sector_restoran;78
25/01/2026;1834;1.046.149.993.590.080;0.04587033017297149;15.241.729.746.633.800;20.032.602.127.170.300;0.13143260286185374;1;sector_reklame;86
26/01/2026;1750;2.735.327.969.951.640;0.025313737703006524;2.353.354.161.084.550;6.164.988.938.763.670;26.196.605.001.953.900;1;sector_parkir;26
27/01/2026;1626;29.546.780.906.861.700;0.0329248450411794;10.373.829.272.555.900;11.197.982.386.609.000;10.794.454.094.432.900;1;sector_hotel;75
28/01/2026;1318;28.420.111.309.075.000;0.03369215573474899;2.954.865.980.312.310;1.446.794.948.731.690;0.48963132621628325;1;sector_restoran;71
29/01/2026;1368;2.952.319.315.986.020;0.060061275462319555;2.927.705.543.281.920;20.831.565.664.092.200;0.0711532131771022;1;sector_parkir;17
30/01/2026;1605;7.280.925.611.477.070;0.0470269838584419;24.518.384.372.018.500;47.453.897.170.433.300;19.354.414.406.109.800;1;sector_reklame;82
31/01/2026;1994;20.827.664.981.371.000;0.09529595236056748;19.800.157.995.568.100;11.389.371.580.243.200;5.752.161.969.006.790;1;sector_hotel;7
01/02/2026;1559;24.286.117.088.824.200;0.02137331277523046;3.042.791.605.050.820;7.989.694.655.071.200;0.2625777802794271;2;sector_restoran;56
02/02/2026;1702;1.299.280.786.141.840;0.09763229213651789;5.125.974.546.356.160;915.897.536.234.992;0.17867773785300298;2;sector_reklame;64
03/02/2026;1461;402.898.842.704.257;0.030757477619283755;33.097.191.967.257.100;25.143.799.551.949.600;7.596.958.550.690.440;2;sector_restoran;20
04/02/2026;1011;8.816.070.530.313.930;0.07955865427436679;9.559.080.548.439.770;7.303.922.764.586.450;0.7640821444671894;2;sector_restoran;38
05/02/2026;1155;30.293.865.485.531.500;0.04050729335555393;17.302.184.391.669.800;12.659.282.238.659.600;0.7316580353145754;2;sector_restoran;75
06/02/2026;1683;5.233.360.500.454.750;0.022877325587558252;60.636.392.927.635.500;14.424.886.582.256.200;23.789.156.784.888.400;2;sector_reklame;58
07/02/2026;1476;26.613.477.333.605.900;0.0872100266721616;9.006.455.342.759.740;1.372.699.684.406.500;15.241.286.745.623.100;2;sector_parkir;16
08/02/2026;1938;5.096.955.933.088.340;0.03779748093128169;1.861.120.633.106.130;20.693.657.473.187.100;0.11118923247146119;2;sector_restoran;51
09/02/2026;1400;6.433.443.056.452.470;0.0692969863804158;18.373.179.817.354.200;1.112.250.911.567.730;6.053.665.846.764.140;2;sector_parkir;27
10/02/2026;1807;9.240.950.758.528.980;0.0609799316577964;14.900.999.005.052.000;4.840.826.453.251.520;0.3248659000386687;2;sector_parkir;51
11/02/2026;1176;11.715.126.649.082.400;0.052458067845178695;2.650.909.651.710.030;9.648.153.439.692.140;0.36395632848023973;2;sector_hotel;75
12/02/2026;1340;6.191.345.942.642.770;0.05462375253836853;11.301.027.158.106.900;23.195.343.810.756.300;0.020524987230135756;2;sector_hotel;16
13/02/2026;1056;14.369.960.599.167.900;0.07590141226830588;7.876.223.833.806.620;38.269.372.810.733.700;0.4858847795370226;2;sector_parkir;87
14/02/2026;1854;72.947.292.607.909.600;0.017899562271109653;632.486.169.148.189;2.682.282.246.014.230;0.42408551788992416;2;sector_hotel;60
15/02/2026;1851;23.131.938.702.789.000;0.07013625957621147;6.374.659.206.594.670;6.909.389.006.129.140;1.083.883.668.476.150;2;sector_hotel;76
16/02/2026;1447;4.983.715.833.745.740;0.09062308912587208;5.153.926.717.866.550;11.671.527.629.156.000;0.22645893642017914;2;sector_parkir;40
17/02/2026;1202;4.375.126.490.755.870;0.015200937731787774;42.845.196.167.984.200;25.133.333.772.840.000;0.5866079752394919;2;sector_reklame;67
18/02/2026;1696;9.791.629.611.666.900;0.022658800531030008;175.000.521.018.516;4.623.607.433.970.470;26.420.535.247.899.400;2;sector_hotel;2
19/02/2026;1632;9.320.332.380.797.330;0.07449687430318283;23.190.066.001.843.300;5.606.139.876.237.710;24.174.747.393.095.300;2;sector_hotel;48
20/02/2026;1737;27.704.845.213.191.400;0.04935534834201559;28.133.574.897.010.800;5.207.932.442.622.890;0.1851144926191452;2;sector_reklame;52
21/02/2026;1201;11.419.215.853.091.000;0.04631937587323196;1.311.760.552.444.380;7.648.929.739.503.840;5.831.041.134.184.550;2;sector_reklame;24
22/02/2026;1329;15.772.844.298.698.900;0.022326997108981228;1.751.871.087.597.620;13.260.862.090.094.200;0.7569542179201764;2;sector_reklame;93
23/02/2026;1362;17.689.433.229.521.700;0.055609303664600936;6.334.135.496.265.820;34.620.349.973.055.000;0.005465678780232107;2;sector_parkir;98
24/02/2026;1891;14.721.583.576.782.400;0.021389078007673954;1.275.871.961.764.100;13.413.709.259.167.100;10.513.366.279.027.200;2;sector_reklame;84
25/02/2026;1453;2.550.323.961.348.300;0.052895841067948646;6.319.780.691.783.840;8.170.560.797.744.670;12.928.551.157.426.900;2;sector_parkir;82
26/02/2026;1355;9.469.174.708.934.620;0.0787253769065491;12.286.439.468.749.700;31.714.263.844.994.600;25.812.412.070.770.300;2;sector_restoran;78
27/02/2026;1215;7.908.094.034.583.040;0.03324379220984472;126.163.281.536.593;17.292.306.532.461.300;0.013706291023704732;2;sector_restoran;82
28/02/2026;1971;23.154.485.898.662.200;0.05327075513617546;25.735.117.959.459.700;14.783.384.147.666.300;0.5744440018092983;2;sector_reklame;2
01/03/2026;1554;2.559.269.562.778.570;0.09928143724571521;8.871.030.855.402.580;50.821.784.671.394.300;0.572896042182552;3;sector_reklame;65
02/03/2026;1886;144.171.606.730.695;0.07179853810186336;29.383.734.723.829.800;9.082.593.648.214.510;30.910.276.496.774.300;3;sector_restoran;20
03/03/2026;1022;23.204.090.671.867.200;0.08572210941746787;22.667.384.082.775.200;444.907.433.680.648;0.19627647903964782;3;sector_parkir;34
04/03/2026;1154;29.258.648.463.641.500;0.047336284590449126;1.900.377.270.367.190;7.605.980.682.829.160;4.002.353.007.179.200;3;sector_parkir;41
05/03/2026;1185;13.612.062.864.876.900;0.07910748308132698;40.117.795.642.668.000;167.432.409.345.498;0.04173519672836208;3;sector_reklame;41
06/03/2026;1248;45.596.245.548.485.000;0.013645825564718966;6.688.975.698.747.670;2.599.053.163.811.570;0.03885577225670262;3;sector_reklame;75
07/03/2026;1748;20.222.626.771.009.800;0.02106200642880205;5.450.644.100.535.830;13.412.359.195.477.100;2.460.692.525.156.540;3;sector_reklame;91
08/03/2026;1804;45.868.735.327.604.800;0.028276353362805595;9.842.458.438.551.670;8.346.217.495.221.620;0.8479809741975174;3;sector_restoran;23
09/03/2026;1133;7.250.691.760.681.370;0.046175673215369764;15.792.021.302.988.500;27.147.757.031.920.100;0.017190805730981765;3;sector_hotel;38
10/03/2026;1320;1.160.051.878.988.590;0.0861170390493187;35.265.989.339.469.600;10.518.480.600.751.100;2.982.613.219.637.900;3;sector_reklame;44
11/03/2026;1389;2.682.998.429.456.020;0.04116394457091375;11.361.309.819.925.300;6.418.606.118.758.550;0.5649530045824196;3;sector_parkir;67
12/03/2026;1433;16.788.235.571.940.100;0.06891590741639167;9.549.023.751.813.340;27.051.533.462.307.700;28.329.108.991.032.300;3;sector_hotel;62
13/03/2026;1021;3.865.977.342.382.350;0.0738382865323135;7.035.835.704.115.060;34.973.567.790.275.400;4.970.776.644.176.090;3;sector_parkir;12
14/03/2026;1872;393.052.695.274.497;0.06275641186795074;6.885.453.876.769.480;3.915.986.183.626.490;0.5687331951839022;3;sector_hotel;30
15/03/2026;1599;349.091.160.827.654;0.04215177713531226;50.449.581.828.939.400;22.167.959.590.357.900;0.43940819302572975;3;sector_restoran;95
16/03/2026;1664;1.889.193.696.734.310;0.06193480075421899;40.168.193.196.185.900;7.430.593.631.946.800;0.018498700192102143;3;sector_hotel;87
17/03/2026;1124;43.954.901.933.722.100;0.04080390335107716;7.446.717.815.827.760;23.733.747.519.095.800;3.187.142.054.537.160;3;sector_parkir;65
18/03/2026;1078;1.741.607.349.776.310;0.01754863646968109;11.211.037.617.481.500;16.108.588.438.260.400;14.368.508.061.325.200;3;sector_hotel;41
19/03/2026;1857;17.386.083.929.986.000;0.0993523580367413;4.607.748.763.507.850;26.655.747.800.972.600;0.5784982899258543;3;sector_restoran;20
20/03/2026;1967;6.366.247.733.868.530;0.021446420826925983;1.927.746.340.772.370;2.688.528.224.598.890;13.946.483.350.717.700;3;sector_parkir;6
21/03/2026;1050;39.724.136.079.544.400;0.01651135454524516;177.011.348.449.916;25.121.545.846.060.700;14.192.053.823.695.200;3;sector_reklame;75
22/03/2026;1727;316.490.744.343.664;0.08906776742864403;21.438.806.139.474.000;18.784.689.028.628.400;8.762.003.306.723.910;3;sector_hotel;99
23/03/2026;1175;19.097.258.130.234.600;0.03716511948036057;28.991.786.081.283.800;293.124.640.020.675;1.011.060.992.237.060;3;sector_parkir;4
24/03/2026;1869;24.986.199.225.609.300;0.06852672766661569;21.521.043.999.807.800;7.721.001.314.942.020;0.35876518420811526;3;sector_hotel;93
25/03/2026;1252;85.935.586.640.051;0.03961051566960096;41.788.404.236.903.500;5.135.472.018.005.810;12.289.227.386.842.000;3;sector_restoran;10
26/03/2026;1965;4.340.755.462.847.710;0.04523088437150241;4.825.745.023.551.530;5.879.060.909.835.200;0.12182701077539465;3;sector_parkir;51
27/03/2026;1245;3.429.976.307.295.990;0.03359016748151169;8.657.035.518.707.060;33.874.776.508.103.400;3.912.976.495.811.190;3;sector_reklame;93
28/03/2026;1738;5.043.365.908.683.760;0.04087396052137092;2.277.517.246.829.470;8.324.238.466.623.860;0.3654961769537421;3;sector_reklame;38
29/03/2026;1105;19.442.098.314.439.400;0.046963036052788884;11.096.115.012.527.700;38.225.760.007.871.900;3.444.967.897.747.480;3;sector_hotel;1
30/03/2026;1192;2.957.334.305.987.660;0.07483744621831086;15.133.325.918.072.500;2.159.223.850.748.590;14.268.006.005.011.700;3;sector_restoran;8
31/03/2026;1315;4.083.173.606.992.520;0.05603825748113127;14.892.257.838.619.800;5.294.844.164.007.720;0.35554341197858447;3;sector_restoran;81
01/04/2026;1301;8.095.672.719.367.810;0.09492086954412793;3.542.194.464.464.080;1.514.858.403.334.020;0.42766099335633523;4;sector_hotel;83
02/04/2026;1547;11.399.105.516.818.400;0.013769235445489796;44.136.396.637.569.200;17.392.192.942.019.500;0.39405557016440285;4;sector_parkir;63
03/04/2026;1953;9.700.448.458.584.840;0.05527614903688254;6.560.689.977.404.400;4.437.626.720.928.350;6.763.963.449.289.530;4;sector_parkir;33
04/04/2026;1715;32.877.720.323.876.600;0.06258023099485463;778.268.989.381.538;11.894.292.629.520.000;0.15283009848525528;4;sector_hotel;15
05/04/2026;1933;2.986.028.931.711.620;0.09281772874668466;11.902.482.691.384.500;16.279.331.920.461.400;0.13677257377778035;4;sector_parkir;31
06/04/2026;1778;26.886.105.182.817.800;0.014424267125928484;1.863.846.316.737.970;1.298.342.330.913.100;6.965.930.180.259.770;4;sector_parkir;21
07/04/2026;1267;24.746.958.812.373.900;0.06161496264416945;4.014.521.834.064.050;3.170.025.738.198.580;0.7896396804471845;4;sector_parkir;3
08/04/2026;1169;11.347.369.467.807.600;0.08682669356751614;3.856.106.534.817.440;4.551.198.406.623.100;1.180.257.434.676.540;4;sector_hotel;66
09/04/2026;1550;11.256.043.711.494.400;0.03177349553073129;13.035.150.301.359.300;2.560.773.356.361.730;0.19645138699280607;4;sector_reklame;35
10/04/2026;1454;3.664.283.890.502.950;0.08886631136715438;3.780.733.226.759.640;4.203.392.388.367.530;0.011117929079513861;4;sector_restoran;41
11/04/2026;1650;44.094.954.314.180.100;0.011713906834686264;19.558.109.557.276.700;30.958.954.941.941.300;15.829.216.444.092.700;4;sector_reklame;59
12/04/2026;1291;8.418.889.723.048.180;0.07592091662203568;1.387.269.610.198.580;25.406.104.246.208.600;18.313.746.700.305.600;4;sector_parkir;16
13/04/2026;1563;9.204.614.097.585.630;0.09398018990517877;14.180.217.435.842.100;52.255.185.994.931.300;0.3685076496983074;4;sector_hotel;56
14/04/2026;1798;539.451.805.507.092;0.0691477895476056;22.074.766.531.878.400;10.173.857.146.064.400;4.608.817.552.553.610;4;sector_restoran;45
15/04/2026;1800;15.537.640.214.255.800;0.04951263195824032;8.186.532.224.197.000;3.296.785.244.312.580;4.027.083.939.849.700;4;sector_parkir;59
16/04/2026;1140;7.093.436.909.384.300;0.014039291482544623;628.156.659.123.927;719.210.306.185.478;0.1144953724105291;4;sector_restoran;50
17/04/2026;1145;19.646.044.231.305.000;0.0928102431990366;6.445.683.481.686.350;1.668.223.925.566.410;2.588.125.728.336.210;4;sector_restoran;85
18/04/2026;1424;5.159.824.627.201.310;0.052326660042241735;30.054.030.235.540.400;1.635.861.793.865.220;0.0544306963506923;4;sector_reklame;12
19/04/2026;1313;30.969.959.124.926.300;0.01260970699023532;2.877.785.734.172.850;3.996.671.651.747.320;13.888.009.813.545.200;4;sector_parkir;92
20/04/2026;1183;609.847.699.172.373;0.07208389641958858;9.788.650.206.447.120;3.276.410.649.085.250;33.471.526.512.688.100;4;sector_restoran;12
21/04/2026;1663;5.238.026.808.547.240;0.05336535282186324;13.506.898.106.674.400;4.073.270.818.541.180;0.3015696710207928;4;sector_reklame;33
22/04/2026;1712;4.636.497.433.060.190;0.021191078569816967;5.312.377.589.875.400;8.148.829.014.655.520;1.533.932.571.017.910;4;sector_hotel;84
23/04/2026;1127;7.252.353.023.172.310;0.029284462837923367;43.147.245.998.510.400;8.377.589.714.516.570;0.1941627911734111;4;sector_restoran;49
24/04/2026;1286;16.024.384.364.772.000;0.015804161241026165;26.859.258.211.767.500;2.797.666.718.643.540;10.416.023.765.756.200;4;sector_parkir;21
25/04/2026;1822;5.560.078.988.508.090;0.06168641857377163;8.868.304.277.275.500;8.739.817.266.646.790;9.855.116.596.576.470;4;sector_hotel;60
26/04/2026;1252;6.471.018.295.238.850;0.06598265313268084;1.352.203.825.861.180;1.459.803.036.443.730;1.079.573.218.567.120;4;sector_restoran;52
27/04/2026;1777;2.367.369.786.896.350;0.05551680685199;1.133.218.764.102.800;12.468.235.909.277.400;1.100.249.687.371.600;4;sector_restoran;54
28/04/2026;1699;18.513.828.470.256.100;0.08353919197023535;19.700.380.182.464.000;7.648.971.989.585.060;38.826.519.685.105.600;4;sector_parkir;39
29/04/2026;1385;6.984.594.584.251.520;0.08749079391772123;4.923.679.486.660.510;23.228.024.870.649.500;471.761.513.591.209;4;sector_restoran;49
30/04/2026;1229;146.770.593.165.985;0.0654061957014814;1.841.445.633.377.650;7.208.618.017.196.830;0.3914651557740807;4;sector_parkir;64
01/05/2026;1270;12.489.955.759.223.100;0.011148083173668749;13.437.693.345.252.600;5.292.236.532.167.430;39.383.519.151.648.800;5;sector_parkir;100
02/05/2026;1770;10.698.766.101.866.400;0.07257066901729621;10.249.994.997.443.400;1.776.411.685.827.840;17.330.854.173.791.400;5;sector_parkir;86
03/05/2026;1810;31.907.527.897.662.000;0.04761992952283165;3.928.311.836.233.540;34.644.420.886.050.500;0.8819162614968868;5;sector_parkir;26
04/05/2026;1414;22.642.983.666.821.100;0.06090017349037484;12.177.690.560.725.300;2.348.012.558.268.610;19.281.263.114.381.200;5;sector_restoran;71
05/05/2026;1197;1.307.001.438.924.240;0.0684172541816996;562.477.588.946.714;26.179.453.022.298.600;0.4654310418184279;5;sector_hotel;7
06/05/2026;1322;7.088.642.525.326.120;0.04152129528943691;8.033.337.455.926.210;6.207.589.148.077.220;0.07727285430413322;5;sector_hotel;72
07/05/2026;1055;8.546.941.255.358.410;0.09253886546546149;2.593.383.394.848.200;7.059.841.981.603.830;27.222.515.558.742;5;sector_reklame;62
08/05/2026;1830;25.745.523.262.651.500;0.02205773800748031;23.422.882.926.424.300;5.340.395.101.368.900;22.799.905.195.889.300;5;sector_parkir;90
09/05/2026;1202;10.920.458.760.413.400;0.07043606265529337;5.328.481.573.070.550;22.017.566.163.201.200;41.320.526.047.185.900;5;sector_restoran;88
10/05/2026;1782;21.882.004.480.950.600;0.010392362196092238;38.634.293.968.014.400;9.524.473.404.156.930;0.246528988262146;5;sector_restoran;24
11/05/2026;1620;6.821.704.491.827.210;0.09321859948646628;29.667.994.753.798.800;28.570.856.757.183.200;0.09630194758452615;5;sector_reklame;40
12/05/2026;1627;16.091.135.256.138.200;0.020125371991428234;6.502.769.222.153.200;1.363.298.909.575.790;0.20964897615179015;5;sector_hotel;76
13/05/2026;1603;3.554.039.473.490.740;0.01853958071328172;20.867.831.580.544.600;3.392.599.567.864.310;0.1625755677953275;5;sector_restoran;47
14/05/2026;1137;35.886.192.610.427.100;0.039970686974701984;10.080.434.002.807.500;2.984.574.694.126.720;0.29607601153833973;5;sector_reklame;8
15/05/2026;1421;6.856.245.476.471.790;0.04362096574351726;5.583.342.976.949.830;10.489.163.676.729.100;1.878.652.936.069.380;5;sector_hotel;54
16/05/2026;1814;13.856.001.503.468.600;0.029287006509059077;17.461.834.145.120.200;7.741.020.463.061.640;4.433.108.457.409.600;5;sector_restoran;9
17/05/2026;1056;3.880.037.248.726.530;0.06266094948344123;37.534.810.126.567.400;2.928.235.141.438.860;0.780138525162338;5;sector_parkir;3
18/05/2026;1561;4.582.800.920.058.680;0.04986226882377673;14.842.523.640.308.400;31.870.575.062.723.400;21.472.477.211.470.300;5;sector_reklame;54
19/05/2026;1070;9.707.189.501.971.240;0.013075803013697868;7.271.511.776.495.320;155.473.176.664.556;0.021381135236157173;5;sector_restoran;21
20/05/2026;1910;5.317.498.338.555.370;0.03876868560297706;195.152.109.591.208;6.455.663.741.942.580;3.308.016.375.260.040;5;sector_reklame;95
21/05/2026;1913;9.216.734.157.141.750;0.08293896222158535;43.829.147.076.729.100;6.332.112.578.689.230;14.447.263.980.756.800;5;sector_reklame;48
22/05/2026;1593;4.220.309.885.984.480;0.07207313813756817;13.392.525.282.003.800;2.792.752.221.714.730;20.853.066.639.101.200;5;sector_reklame;47
23/05/2026;1371;17.453.681.044.891.800;0.07523837682218924;3.699.096.318.415.480;4.564.632.705.746.070;12.339.859.016.434.900;5;sector_parkir;88
24/05/2026;1616;31.495.982.968.914.700;0.07283052316751712;4.751.165.174.197.670;12.905.166.189.409.000;0.027162108064551438;5;sector_hotel;68
25/05/2026;1599;10.753.692.233.626.100;0.037987571924473;5.342.717.636.384.690;26.628.566.516.869.600;4.984.086.438.617.890;5;sector_hotel;84
26/05/2026;1513;356.051.611.951.613;0.01896975298690983;11.154.686.095.219.500;4.862.737.615.379.830;0.0435936751054234;5;sector_restoran;63
27/05/2026;1871;2.448.667.870.707.600;0.034522046562978644;10.991.801.708.154.400;3.319.389.976.883.120;0.30198779645202206;5;sector_parkir;16
28/05/2026;1083;10.449.209.565.729.700;0.08486067701666435;2.271.187.377.413.710;5.206.053.911.362.300;0.22922168215335198;5;sector_hotel;74
29/05/2026;1993;11.328.907.446.399.600;0.0982423718004764;44.278.176.693.412.300;42.882.230.253.907.800;0.968473262818155;5;sector_restoran;90
30/05/2026;1042;12.707.916.291.498.100;0.05444623132674053;15.365.298.791.282.100;2.904.157.290.687.180;18.900.753.770.795.000;5;sector_restoran;93
31/05/2026;1665;16.402.736.808.153.300;0.0108730319430738;2.776.305.104.739.730;311.990.221.530.949;11.237.605.729.943.500;5;sector_reklame;5
01/06/2026;1838;5.943.505.827.328.260;0.022604033092080617;12.125.710.118.854.600;24.164.745.168.023.300;0.19928519592802124;6;sector_parkir;11
02/06/2026;1933;6.974.693.370.899.660;0.038987251778463926;9.743.597.379.409.310;8.615.862.141.051.670;8.842.588.425.563.610;6;sector_hotel;29
03/06/2026;1605;18.670.061.016.264.000;0.06207268137336548;46.427.721.127.828.200;1.471.551.547.904.700;3.169.553.689.385.510;6;sector_parkir;79
04/06/2026;1809;37.406.525.449.001.300;0.01675842812247826;20.808.815.514.529.600;16.900.278.292.028.300;8.121.691.636.041.380;6;sector_parkir;70
05/06/2026;1132;2.406.821.317.081.560;0.09490215688388935;6.436.998.625.874.600;4.117.287.350.565.870;0.06396284339747621;6;sector_hotel;48
06/06/2026;1394;21.173.365.691.605.700;0.04285753059559607;2.952.439.181.477.020;5.663.309.477.342.230;1.918.179.894.398.030;6;sector_hotel;15
07/06/2026;1064;12.191.179.746.551.100;0.09213257961323408;5.429.130.346.691.360;11.805.780.886.581.400;0.21745252246110025;6;sector_parkir;84
08/06/2026;1289;3.528.704.706.752.480;0.08024696224813196;25.716.899.402.276.300;587.771.151.712.328;0.0022855443905508296;6;sector_restoran;34
09/06/2026;1375;12.910.878.683.663.500;0.07798935452640231;1.856.327.347.751.970;26.673.879.553.600.600;14.369.168.016.569.300;6;sector_parkir;60
10/06/2026;1768;22.062.600.268.161.500;0.06460476218040088;1.349.999.706.565.970;3.819.325.113.046.480;0.028291303283033933;6;sector_hotel;62
11/06/2026;1466;730.121.215.855.037;0.06641054353466602;1.252.459.501.727.110;29.575.517.253.013.500;0.23613950959874982;6;sector_parkir;2
12/06/2026;1897;25.609.078.689.719.200;0.06742029116946234;30.024.878.554.436.600;5.688.886.346.339.250;18.947.241.821.561.400;6;sector_hotel;80
13/06/2026;1212;14.642.552.344.531.000;0.0665849248323024;2.902.076.956.870.290;26.470.694.574.899.900;0.9121293118100802;6;sector_restoran;19
14/06/2026;1147;11.747.419.111.040.900;0.05983554082585252;889.260.446.081.289;45.564.473.085.228.900;5.123.861.438.571.590;6;sector_parkir;98
15/06/2026;1572;5.990.786.521.976.750;0.09877726166346;3.881.626.887.601.180;5.128.576.319.149.740;1.321.244.021.554.870;6;sector_restoran;49
16/06/2026;1470;21.490.539.982.833.900;0.07590615106831265;15.762.060.214.276.600;3.716.952.035.310.030;2.358.163.834.410.020;6;sector_parkir;78
17/06/2026;1148;15.977.068.703.251.000;0.0799251749553269;2.653.538.371.572.110;3.083.360.446.571.250;0.11619807271693941;6;sector_parkir;88
18/06/2026;1087;36.051.728.024.788.000;0.08852165335753068;5.900.775.600.443.160;10.317.890.332.814.700;17.485.651.093.120.400;6;sector_hotel;28
19/06/2026;1323;2.979.402.505.381.460;0.029407578645326428;42.950.202.665.527.600;943.530.079.392.101;2.196.800.063.412.480;6;sector_reklame;48
20/06/2026;1894;7.557.682.573.575.240;0.017542374318555473;7.253.117.707.278.280;2.725.943.017.186.410;37.583.052.243.189.200;6;sector_hotel;96
21/06/2026;1395;6.038.430.631.872.340;0.053460499293873885;14.092.559.021.583.700;24.200.621.569.792.500;17.172.623.888.058.600;6;sector_parkir;37
22/06/2026;1789;11.189.992.964.104.400;0.05626726260573459;17.101.856.205.079.400;8.455.745.199.744.350;4.944.343.525.255.970;6;sector_reklame;74
23/06/2026;1403;6.291.207.860.232.900;0.08462636019549259;7.247.698.079.759.800;53.029.779.922.158;0.0731677552494232;6;sector_reklame;49
24/06/2026;1081;34.425.954.094.228.000;0.04994052213541022;7.710.159.299.692;14.493.299.470.834.000;18.797.665.401.560.500;6;sector_restoran;48
25/06/2026;1640;19.200.494.997.442.400;0.06137677229898815;15.898.410.428.895.200;2.557.323.721.433.090;1.608.540.509.675.840;6;sector_parkir;73
26/06/2026;1285;2.829.961.795.644.260;0.05743638446621126;22.998.581.909.345.500;6.705.078.953.443.420;0.02915431473067823;6;sector_hotel;88
27/06/2026;1381;1.425.904.134.165.940;0.013438250538165195;1.208.974.653.591.150;8.212.342.367.812.010;6.792.815.997.769.650;6;sector_reklame;100
28/06/2026;1864;1.011.948.711.607.080;0.06536934069372226;16.028.778.404.134.000;10.693.179.435.965.100;6.671.237.923.663.090;6;sector_reklame;29
29/06/2026;1791;13.824.462.148.864.800;0.0845238957196827;3.739.430.623.969.270;5.742.057.425.758.850;15.355.432.425.869.800;6;sector_hotel;60
30/06/2026;1269;3.489.529.208.309.300;0.024175049326822344;5.613.950.894.484.240;17.484.192.191.103.200;31.144.184.407.244.400;6;sector_hotel;29
01/07/2026;1291;45.956.383.280.165.200;0.06348985605339362;2.434.298.868.322.380;7.274.192.376.365.730;0.2988208420512805;7;sector_reklame;58
